content_cleaned,score,thumbsUpCount,content_length,word_count,has_reply,sentiment,sentiment_encoded
mohon maaf saya kasih bintang dulu sampai problem nya selesai apa problemnya setiap login selalu muncul oops terjadi kesalahan silahkan coba lagi sinyal tidak ada kendala padahal saya harap server nya segera diperbaiki lagi ini bukan perkara sabar ini soal sat set sat set saat transaksi atau bayar pake qris terima kasih,5,150,321,52,1,Negatif,0
jangan update lagi masih banyak perangkat nasabah yg belum memadai utk aplikasi versi baru,1,0,90,14,1,Negatif,0
aplikasi tidak mumpuni untuk selfi tidak verifikasi wajah susah gagal terus padahal kamera sudah jelas,1,0,102,15,1,Negatif,0
bnyak erorr menyusahkan nasabah,1,0,31,4,1,Negatif,0
good banking application,5,0,24,3,1,Positif,2
permisi ini kenapa ya saya mau masuk kok gak bisa jaringan bagus udah update juga tapi gak bisa masuk apa lagi gangguan terimakasih sudah membalas,5,0,146,25,1,Negatif,0
aplikasi nya sangat bagus mempermudah transaksi makasih my bca,5,0,62,9,1,Positif,2
alhamdulillah jauh lebih baik dari sebelumnya,5,0,45,6,1,Positif,2
aneh banget baru mau login nomor telepon terblokir padahal masa aktif nomor telepon masih lama tahun lagi dan gak pernah ada masalah dengan nomor telepon gak ada masalah saat nerima kode otp merepotkan dan menyusahkan,1,13,217,35,1,Negatif,0
performanya mulai berkurang dari masalah mutasi rekening yang nggak singkron lalu error saat scan qris semoga bisa diperbaiki kedepannya,1,0,136,19,1,Negatif,0
pas mau masuk apk mybca kok selalu terjadi kesalahan padahal pakai wifi,1,0,71,12,1,Negatif,0
ini cs bca gaada apa gimana jam pagi verifikasi videocall saya nunggu mnt gaada yg respon,1,0,89,16,1,Negatif,0
orang mau ganti password doang ribet amat gaada kode negara indonesianya lagi kocak,1,0,83,13,1,Negatif,0
error mulu kualitas turun,1,0,25,4,1,Positif,2
ribet banget anj udh kita sendiri yang provide pulsa otp gk mau keluar mana tiap login harus pake otp lagi,1,0,106,20,1,Negatif,0
kenapa tidak bisa buka my bca banking,2,0,37,7,1,Netral,1
susah masuk min error terus apakah sedang perbaikan,2,0,51,8,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
pakai mybca mudah dan cepat,5,0,27,5,1,Positif,2
gangguan terus masih pagi sudah gangguan saja biasanya tengah malam saran dari saya sekarang sudah modrn jamannya ai cari tau cara agar pembaharuan pemeliharaan akan tetapi masih bisa normal pemeliharan tetap berjalan,5,0,217,32,1,Negatif,0
sering terjadi gangguan ketika ingin bertransasi kenapa yahh,3,0,60,8,1,Negatif,0
ini bca jadi bobrok begink,1,0,26,5,1,Negatif,0
sering kali tidak bisa log in terjadi kesalahan silahkan coba lagi padahal akses internet saya lancar tidak ada kendala password sudah benar tidak bisa log in terus,1,0,164,27,1,Negatif,0
tidak dapat daftar,1,0,18,3,1,Netral,1
pliss jangan begini saya butuh gaji saya yang di dalamnya,1,0,57,10,1,Negatif,0
kenapa ini bca mau buka aplikasinya gak bisa bisa,1,0,49,9,1,Negatif,0
tolong ini kenapa saya tidak bisa login dan selalu muncul tulisan oops terjadi kesalahan padahal sinyal jaringan hp saya juga masih stabil,2,0,138,22,1,Negatif,0
min kenapa ndak bisa dibuka ya mybca nya hari ini,4,0,49,10,1,Negatif,0
halo kenapa bca saya eror malik fajar pangestu saya sangat butuh transaksi hari ini juga kenapa bca mempersulit saya udah mencoba berkali kali masukin password tulisan nya oops terjadi kesalahan silahkan coba lagi setelah itu saya hapus saya download aplikasi masukin bca id pasword tulisan nya masih sama oops terjadi kesalahan silahkan coba lagi mohon di percepat september wita saat ini juga belum selesai,1,0,408,64,1,Negatif,0
ga bisa login,5,0,13,3,1,Netral,1
kenapa punya saya eror aplikasi gabisa masuk tolong perbaiki,2,0,60,9,1,Negatif,0
ini gimna sya sudah dari pagi mau ambil uang tidak bisa melalui mu bca,3,0,70,14,1,Netral,1
sering gangguan kalo jam segini apa ada masalah jaringan y,5,0,58,10,1,Negatif,0
error nih aplikasi,1,0,18,3,1,Negatif,0
sering gangguan,1,0,15,2,1,Negatif,0
kenapa nih tiba tiba susah login padahal biasa nya pake sidik jari langsung bisa login,1,0,86,15,1,Netral,1
aplikasi bapuk mau login aja terjadi kesalahan terus developer aplikasinya ngga becus,1,0,85,12,1,Negatif,0
sangat membantu,4,0,15,2,1,Positif,2
sering terjadi eror pada saat bayar pakai qr dan login sering ada tulisan nya ops terjadi kesalahan padahal jaringan wifi sama data saya bagus,2,0,142,24,1,Negatif,0
aplikasi sekarang sering eror lelet fitur kalah sama mbanking sebelah tolong di inovasi lagi plus qris sumber dana kartu kredit juga kenapa belum bisa padahal bank besar terimakasih,3,10,181,28,1,Negatif,0
ini apk nya terjadi kesalahan apa ini kakak kok ngak bisa di bukak,5,0,66,13,1,Negatif,0
kenapa tdak bisa login selalu saja terjadi kesalahan silahkan coba lagi,1,0,71,11,1,Negatif,0
baru kali ini apk mybca error gak bisa kebuka tolong segera diperbaiki,4,0,70,12,1,Negatif,0
knp sih kok terjadi kesalahan terus tiap buka akun mang lgi eror kah klo bgni jdi susah mau pakai mbaking,4,0,105,20,1,Negatif,0
mybca nya tdak bsa di guna kan ini gmana pdhl lagi urgent,1,0,57,12,1,Negatif,0
mengapa hari ini saya ga bisa login kalau maintnence hrs nya ada pemberitahuan,5,0,78,13,1,Negatif,0
sangat memmbantu,5,0,16,2,1,Positif,2
haduh ingin transaksik pagi ini eror terus bukannya evaluasi pengembangan segera malah lama sekali tolong ini cepat diselesaikan,2,0,128,18,1,Negatif,0
aku beri bintang bias di notice ini gimana kok aku gk bisa masuk my bca pw sudah benar tpi kok terjadi kesalahan padahal semalam masih bisa di gunain loh tolong dong solusinya ini giamana,1,0,187,34,1,Negatif,0
oy anjg ini kenapa tidak bisa login uang sayang jt dsana anjg,1,0,61,12,1,Negatif,0
gangguan kah min gk bisa login terjadi kesalahan coba lagi kek mn ini min,4,0,73,14,1,Negatif,0
ga jelas banyakan gangguan ajg,1,0,30,5,1,Negatif,0
gabis login,1,0,11,2,1,Negatif,0
setelah update kok malah tidak bisa login terjadi kesalahan terus,1,0,65,10,1,Negatif,0
aplikasi eror terjadi kesalahan terus ketika ingin login aplikasi pakai sidik jari ga bisa sandi pun ga bisa,1,0,108,18,1,Negatif,0
sangat membantu,5,0,15,2,1,Positif,2
wow disaat genting malah error aplikasi payah,1,0,45,7,1,Negatif,0
aplikasi apaan lagi butuh mau narik duit pake cardles malah gabisa login kocag banget dari kemarin begini mlu jaringan udah bagus paketannya jga banyak hama hama apk hama,1,0,170,28,1,Negatif,0
ini kenapa gak bisa masuk mybca pdahal mau bayar barang,2,0,55,10,1,Negatif,0
woii kenapa ini eror dari pagi ga bisa dibuka giliran weekday malah eror aplikasi apaan si ini,1,0,94,17,1,Negatif,0
lagi eror kah dari tadi tidak bisa dibuka aplikasinya terjadi kesalahan terus,2,0,77,12,1,Negatif,0
sangat bingung,5,0,14,2,1,Negatif,0
saat terjadi kesalahan mohon untuk di beri keterangan kesalahannya apa krna pas masukan password terjadi keasalahan sedangkan paswordnya sudah benar,4,0,148,20,1,Negatif,0
sering sekali maintenance suka tiba tidak bisa digunakan baiknya jika mau maintenance itu tengah malam bukan disaat aktifitas orang sedang malakukan transaksi,3,0,158,22,1,Negatif,0
fitur nya bagus dan lengkap hanya saja setelah di upgrade dan mau masuk selalu muncul notif terjadi kesalahan dan coba lagi padahal koneksi internet bagus dirumah pakai wifi dan kouta internet pun masih ada mohon dibantu apakah ada kesalahan lain nya,4,4,250,41,1,Negatif,0
ada apa ini kenapa saya tidak bisa masuk mybca dan tidak bisa mengubungi cs online nya apakah sedang gangguam,5,0,109,19,1,Negatif,0
aplikasi kereenn mudah penggunaannya joosss,5,0,43,5,1,Positif,2
pagi ini kok my bca eror ya tidak bisa login selalu ada tulisan ops terjadi kesalahan silahkan coba lagi padahal password bener apakah sedang maintenance,1,0,153,25,1,Negatif,0
tau gak bisa login udah verifikasi sidik jari tapi error,1,0,56,10,1,Negatif,0
sangat baik,5,0,11,2,1,Positif,2
sangat membantu,5,0,15,2,1,Positif,2
ga bisa dibuka cok duit ku,1,0,26,6,1,Netral,1
hari ini tgl aplikasi eror gak bisa login,5,0,41,8,1,Negatif,0
akun saya tidak bisa login keterangan terjadi kesalahan coba lagi selama ini aman saja bisa masuk untuk id dan pas sudah benar sudah saya email mohon di bantu kalau bisa adakan tambahkan live chatt pada app nya seperti bank b i jadi ketika ada masalah atau gangguan dapat ditangani,1,13,281,49,1,Netral,1
error parah sudah jam ga bsa dibuka juga,1,0,40,8,1,Negatif,0
my bca lagi gangguan min tiap login gak bisa ada notif oops kesalahan silahkan coba lagi padahal password sudah benar,3,0,117,20,1,Negatif,0
di tanggal september semua aplikasi bca dan server bca pada eror bahkan tarik dan setor tunai di atm gk bisa,1,0,108,20,1,Negatif,0
my bca eror kah,4,0,15,4,1,Negatif,0
paket ada pw email semua bner pas login ttp gabisa masuk gimana sih,1,0,67,13,1,Negatif,0
kenapa ya mau login gagal terus padahal jaringan lancar udah pake sidik jari juga,3,0,81,14,1,Negatif,0
aplikasi bener dikit lah pak buk ini pasword udah saya catat lo gak salah masih di kasih notif kesalahan data darimana salahnya percuma catat pasword segala macam mau login suruh ngulang lagi hubungi cs aplikasi gila gak fleksibel ribet,1,1,236,39,1,Negatif,0
nggak bisa di buka aplikasi mybca punya saya kenapa ya,5,0,54,10,1,Negatif,0
error mulu apk,2,0,14,3,1,Negatif,0
pertahankan performa nya sudah the best,5,0,39,6,1,Positif,2
mau login malah ke foreclose terus aneh banyak masalah di apk nya,5,0,65,12,1,Negatif,0
setiap kali mau masuk selalu saja tulis opss maaf terjadi kesalahan dan ini lama sekali,2,0,87,15,1,Negatif,0
opps ada kesalahan silahkan coba lagi nanti kau baru jadi developer kah kita mau pakai itu uang,1,0,95,17,1,Negatif,0
knapa my bca saya gabisa d buka selasu gagal saat login,2,0,55,11,1,Negatif,0
ini kepah maybca gk bisa di buka,5,0,32,7,1,Negatif,0
knapa ada tulisan ooops terjadi kesalahan mulu stlah update,1,0,59,9,1,Negatif,0
knpa mo masuk tertera terjadi kesalahan trus mohon petunjuk,5,0,59,9,1,Netral,1
tidak bisa login tolong diperbaiki sistemnya karena ini penting sekali,1,0,70,10,1,Netral,1
gak bisa masuk akun,3,0,19,4,1,Netral,1
apk terlalu bnyak update lagi aku gk bisa login di apk ini sebagai nasabah sya mulai ribet pke ini,1,0,98,19,1,Negatif,0
keren,5,0,5,1,1,Positif,2
ini knp login tidak bisa utk hari ini,1,0,37,8,1,Negatif,0
sering update aplikasi tapi makin buruk setelah update setiap log in selalu ada notif oops terjadi kesalahan,1,0,108,17,1,Negatif,0
kenapa gangguan sih mau transaksi gabisa,1,0,40,6,1,Negatif,0
kenapa gak bisa buka aplkasi padahal udah bener password nya,1,0,60,10,1,Negatif,0
kenapa error terus g bisa dibuka,2,0,32,6,1,Negatif,0
apa apaaan ini tiba tiba ga bisa login giliran waktu ga penting ga ada masalah waktu penting malah problem,1,0,106,19,1,Negatif,0
kok saya gga bisa login ya padahal password sudah benar bca apakah sedang ada kendala tolong kasih info pemberitahuan kalo ada kendala,2,0,134,22,1,Negatif,0
kenapa ini my bca hari ini tidak bisa log in tulisannya oopsss something wrong terus semua sudah benar tp tetap saja begini menyusahkan,1,0,135,23,1,Negatif,0
ini knp bgt applikasinya ga bisa loginnya pas urgent klo mau pemeliharaan jgn senin pagi dong nyusahin ajaaaaaaa,1,0,112,18,1,Negatif,0
sekarang sering gangguan,4,0,24,3,1,Negatif,0
sering trouble selalu sering gangguan saat masuk aplikasi,3,0,57,8,1,Negatif,0
bca taikkk cs nyaa ga pernah ada respon kon,1,0,43,9,1,Negatif,0
ngaganggu banget sinyal bagus tapi mau login ada keterangan terus ada yg salah,3,0,78,13,1,Negatif,0
mau buka rek baru lewat my bca kurang respon kenapa,1,0,51,10,1,Netral,1
selalu suka error,4,0,17,3,1,Negatif,0
saat genting pasti trobel gabisa login,1,0,38,6,1,Negatif,0
baru eror atau gmn ya saya masukin sandi saya bener kok ngga bisa masuk,2,0,71,14,1,Negatif,0
ini kenapa aplikasinya gk bisa log in ya tolonglah bikin sulit transaksi padahal saya suka pake aplikasi ini,4,0,108,18,1,Negatif,0
error ga bisa login,1,0,19,4,1,Negatif,0
akun di blokir gak bisa masuk lagi sulit di pulihkan membutuhkan no kartu sedangkan no kartu belum ada kerena buka akun lewat aplikasi,3,0,134,23,1,Netral,1
mau login aja eror opss terjadi kesalahan coba lagi di hubungi cs tidak bisa melayani saat ini se ribet itu kah bca buruk sekali,1,0,128,24,1,Negatif,0
ini abis update g bs kebuka knp ya,4,0,34,8,1,Negatif,0
gak bisa login woyy cs di hubungi via apapun sulit,1,0,50,10,1,Netral,1
apk sering eror dan uang saya hilang sebesar di cek tidak ada catatan transaksi,1,0,79,14,1,Negatif,0
siap,5,0,4,1,1,Positif,2
ada apa bca kok ng bisa di log in,5,0,33,9,1,Netral,1
kenapa saya tidak bisa login selalu muncul tulisan terjadi kesalahan,3,0,68,10,1,Negatif,0
mohon maaf pak bu kenapa ya akun saya gak bisa kebuka terkunci,5,0,62,12,1,Negatif,0
kenapa sering ng bug aplikasi nya susah amat ya apa lagi kalo mau buru bur tolong diperbaiki,1,0,92,17,1,Negatif,0
demi pagi ini bca jelek banget gua abis tf dr e wallet ke mybca duit gua ilang ribu rupiah,1,0,90,19,1,Negatif,0
lebih ringan dari versi sblumnya,5,0,32,5,1,Positif,2
sering gangguan,1,0,15,2,1,Negatif,0
oi kenapa gabisa loginn,1,0,23,4,1,Negatif,0
sering gagal login bukan karna lupa password tetapi oops terjadi kesalahan sistem fatal kalau sering begini,1,0,107,16,1,Negatif,0
mau masuk app m banking aja susah banget dihh padahal jaringan full malah suruh periksa koneksi internet anda,1,0,109,18,1,Negatif,0
kenapa mau login malah ada keterangan oops terjadi kesalahan coba lagi,1,0,70,11,1,Negatif,0
tolong aplikasi ini di perbaiki kasian para nasabah termasuk saya setiap ingin menggunakan aplikasi ini banyak sekali error nya entah dari login biometrik gagal padahal sinyal bagus ruang memori yang masih sangat banyak dll lah saya rasa banyak nasabah lain disana merasakan hal yang sama dan saya harap aplikasi ini segera diperbaiki untuk meningkatkan kualitas layanan terimakasih,3,7,382,57,1,Negatif,0
perhari ini saya membuka mbangking bca tidak bisa pdhal sinyal bagus sdh update sesuai sop bank bca ini dan restart hape ke nya emang dri aplikasi nya yang jelek dan selalu banyak problem benci,1,0,193,34,1,Negatif,0
gilak gak bisa login di jam sibuk wib,1,0,37,8,1,Negatif,0
mantap,5,0,6,1,1,Positif,2
ini bener ga bisa masuk lagi atau gimna ya terjadi kesalahan mulu,3,0,65,12,1,Negatif,0
mohon maaf mybca gangguan kah hari ini tidak bisa akses mohon solusi penting,5,0,76,13,1,Netral,1
makin hari makin ga beres ini aplikasi,1,0,38,7,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
aplikasi sering eror saat butuh mesti eror,1,0,42,7,1,Negatif,0
sering bgt gangguan terus dikit update enakan yg bca mobile,1,0,59,10,1,Negatif,0
sulit menggunakannya ngga bisa di buka aplikasi nya padahal mau transaksi aplikasi ngga benar,1,0,93,14,1,Negatif,0
hari ini tgl sep mau nge cek saldo login ke aplikasi my bca nggak bisa padahal kouta bnyk dan jaringan g apa harus g barus bs login masa keterangan nya coba lagi coba lagi kayak hadiah snack aja suruh coba lagi terus tumben nan my bca kayak gini,1,0,245,48,1,Negatif,0
kurang in maintenance yaa,4,0,25,4,1,Negatif,0
setelah update terbaru september malah mau login gak bisa sebelumnya aman aja,1,0,77,12,1,Netral,1
eror,1,0,4,1,1,Negatif,0
lagi eror ini bca mobile,5,0,24,5,1,Negatif,0
senin senin kok aplikasi ne bosok gak isok dibuka,1,0,49,9,1,Netral,1
tak kasih bintang dulu soalnya mau transaksi aja sering trouble,1,0,63,10,1,Netral,1
kenpa pas mau login selalu terjadi kesalahan tolong lauh di peebaiki,3,0,68,11,1,Negatif,0
aplikasinya bermasalah tidak bisa login disaat saya lagi membutuhkannya sekarang,1,0,80,10,1,Negatif,0
sering update tapi sering gangguan mau login aja gak bisa hei bca ada apa ini kenapa sering terjadi gangguan,1,0,108,19,1,Negatif,0
customer service lama panggilan video call lama fyi hp dalam keadaan normal sinyal g kuota masih gb tapi untuk melakukan panggilan video call untuk verifikasi data diri pun tidak bisa stuck di loading benerin dong akses masuknya kok saya gagal masuk terus sih biometrik gagal pake pw juga gagal klo ada kesalahan ya di benerin dong jangan malah ooops terjadi kesalahan silahkan coba lagi ga tau apa lagi urgent,1,84,410,69,1,Negatif,0
tob,5,0,3,1,1,Negatif,0
ini udh coba login bbrpa kalii tapi kok tetep gak bisa yaa padahal pake finger,1,0,78,15,1,Netral,1
apa my bca gangguan tidak bisa login harap coba lagi gitu,2,0,57,11,1,Negatif,0
kenapa my bca tidak bisa login barusan oops ada kesalahan mulu apa lagi ganguan atau gimana saya kurangi satu dulu bintang nya karena bikin kecewa gak bisa login,4,0,161,28,1,Negatif,0
signal bagus dan sudah diupdate tapi waktu log in selalu oops ada kesalahan silahkan coba lagi padahal password dan username sudah benar,1,1,136,22,1,Negatif,0
sering gangguan ga jelas banget pas mau login selalu terjadi kesalahan,1,0,70,11,1,Negatif,0
awal pakai aplikasi nya aman saja sekarang setiap mau masuk aplikasi nya selalu keluar notif terjadi kesalahan padahal sinyal kencang pakai wifi sudah aku matikan wifi coba pakai data tetap enggak bisa masuk apa memang gangguan dari server nya,2,0,243,39,1,Negatif,0
tolong dong jngn tbtb gngguan pagi pagi ky gini,2,0,47,9,1,Negatif,0
tolong my bca kenapa saya tidak bisa login,3,0,42,8,1,Netral,1
kacau sih ini mau bayar qris di kasir malah gak bisa log in sampai restart hp x juga gak bisa,1,0,93,20,1,Negatif,0
sering banget eror gak bisa masuk pdhl udh sering di update jaringan juga bagus,1,0,79,14,1,Positif,2
hari ini saya mau buka aplikasi my bca tp kenapa tulisannya coba lagi padahal password sudah benar,5,0,98,17,1,Netral,1
gak jelas ganggu melulu respon lama baget dan ribet,1,0,51,9,1,Negatif,0
kenapa saya tidak dapat login,1,0,29,5,1,Negatif,0
ok good,5,0,7,2,1,Positif,2
bagus,5,0,5,1,1,Positif,2
kenapa ini tiba tidak bisa login terjadi kesalahan terus,1,0,56,9,1,Negatif,0
aplikasinya sering sekali tiap pagi gk bisa di pakek susah pakek belanja yg notabennya sering pakek qris ops terjadi kesalahan silahkan coba lagi,1,0,145,23,1,Negatif,0
mau masuk gagal terus,1,0,21,4,1,Negatif,0
lagi error kah ko terjadi kesalahan terus,1,0,41,7,1,Negatif,0
kenapa pagi ini apk tidak bisa dibuka,4,0,37,7,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
ini kenapa ya my bca kok mau login tulisan nya oop sedang terjadi permasalahan apa ada gangguan,2,0,95,17,1,Negatif,0
sangat bagus,5,0,12,2,1,Positif,2
sering gangguan,1,0,15,2,1,Negatif,0
gangguan kah sekarang,5,0,21,3,1,Negatif,0
hari ini september gbs login udh pake sidik jari pake password bilangnya oops terjadi kesalahan udh clear cache masih blm bisa,1,0,126,21,1,Negatif,0
aplikasih error tidak dapat login password dan biometrik gagal muat tolong segera diperbaiki,1,0,92,13,1,Netral,1
ga bisa login oppss terjadi kesalahan terus nih min,3,0,51,9,1,Negatif,0
sangat mudah untuk di gunakan dan simple,5,1,40,7,1,Positif,2
bagus,5,0,5,1,1,Positif,2
eror mungkin dalam pengembangan tapi harusnya di beritahukan ke client,2,0,70,10,1,Netral,1
ini kenapa pagi pagi gabisa dibuka kesalahan terus heran,1,0,56,9,1,Negatif,0
lama malah error nih apk,1,0,24,5,1,Negatif,0
terjadi kesalahan mulu apl gk bisa di percaya,1,0,45,8,1,Negatif,0
mau buka app tidak bisa selalu bacaan opss ada kesalahan kaya gtu terus gak jelas bgt apk nya mempersulit,1,0,105,19,1,Negatif,0
gimana si orang lagi buru buru mau tf uang pas login gagal trus pake password dan sidik jari juga gagal padahal diapplikasi lain sidik jari berfungsi dengan normal,1,0,163,28,1,Negatif,0
bnyak nge bug di saat genting alay,1,0,34,7,1,Negatif,0
akhir akhir ini kecewa aja padahal sinyal baguss jaringan aman tapi setiap login ganguan terus pake biometri ga jadi jadi aduhhhh smoga ke depan nya lebih baik,1,0,159,27,1,Negatif,0
secara keseluruhan bagus tapi hari ini gabisa masukin password padahal pwnya juga udah bener diulang berkali kali tetep sama tolong dong ini kenapa,3,0,147,23,1,Negatif,0
nice,5,0,4,1,1,Positif,2
bagus,5,0,5,1,1,Positif,2
sangat puas dengan sistemnya,5,0,28,4,1,Positif,2
kenapa gak bisa dibuka ada tulisan oops terjadi masalah padahal sinyal stabil sangat kecewaaa,1,0,93,14,1,Negatif,0
kalau buka aplikasinya pas masukin password seering bca id nya ke blocked selalu gitu,3,0,85,14,1,Negatif,0
selalu saja error menjelang pagi hari mau bayar qris buat bensin aja kaga bisa gara gara ops terjadi masalah silahkan di coba lagi lu itu serius ga sih bikin aplikasi bikin kesel aja,1,0,182,33,1,Negatif,0
knp tiap mau masuk loading lmyn lama padahal jaringan bagus kuota ada,2,1,69,12,1,Negatif,0
saya mau masuk dh masukin password v kok slu muncul oops ada kesalahan padahal akun ma password dh bener sedang ada masalah kan,4,0,127,23,1,Negatif,0
apk m bank tergaje pagi mau di pake aja kaga bisa bikin ga bisa bayar,1,0,69,15,1,Negatif,0
setiap pagi aplikasi macet gk bisa login nyusahin banget,1,0,56,9,1,Negatif,0
woy kenapa gak bisa buka aplikasi my bca nya,4,0,44,9,1,Negatif,0
hari ini tiap masuk ada kendala kenapa ya ada bug kah,3,0,53,11,1,Negatif,0
dari kmrn smpe pagi ini ada dengan bca ya aplikasi ny ntah lemot entah error ada info kesalahan pada input kode aksess padahal udh bener sinyal udh bagus juga gag bs kebuka tolong bca di perbaiki,2,0,195,36,1,Negatif,0
gak bisa login aneh banget padahal udah bener input passwordnya,1,0,63,10,1,Negatif,0
kalo udh bener balik bintang lelet bat benerin force close doang,5,0,64,11,1,Negatif,0
satunya bank yg ku punya tp minggu ini my bca selalu eror buat tf dan parah skrg mau logib notif eror coba lg nnt dr semalam dan tlp ke halo bca kata cs nya aplikasi baiksaj tdk ada masalh gila gk mau d ss tp aplikasi g bsa d ss mengecewakan,1,0,241,51,1,Negatif,0
saya punya rekening bca rekening express saya hanya pakai banking tapi sudah tidak bisa masuk gimana ya,2,0,103,17,1,Netral,1
sangat membantu,5,0,15,2,1,Positif,2
kenapa ya klo mau login kode otp nya ga masuk pdhal nmr aktif eror kah,3,0,70,15,1,Negatif,0
agak ribet klo top up e wallet harus tau kode nya dlu gak bisa lgsg ada pilihan gopay ovo shopee dana semoga ada penambahan vitur top up ewallet tnpa harus masukkan kodenya dlu,3,0,176,33,1,Negatif,0
semenjak update terbaru saya tidak bisa masuk ke my bca saya,1,0,60,11,1,Negatif,0
aplikasi minta update terus yang bikin kesel mah baru buka sekali dan belum masuk password tiba tiba sudah terblokir kejadian gak sekali dua kali,3,0,145,24,1,Negatif,0
kok gk ada kode negara indonesia sih,2,0,36,7,1,Negatif,0
good,5,0,4,1,1,Positif,2
saya kena biaya admin sebesar dan itu terus menerus sebulan sekali kok bisa yah terus saya mau nyimpen uangnya gimana aneh banget nih bca,1,0,137,24,1,Negatif,0
bisa nggak kalo update nya jangan tiap saat masa mau tiap bulan update mulu kan susah ini kalo nggak di update nggak bisa kebuka lagi aplikasinya,3,0,145,26,1,Negatif,0
seles makaa,1,0,11,2,1,Positif,2
min ini gimana ya saya abis update aplikasinya tapi malah jadi gabisa masuk karna otp tidak terkirim kirim padahal kartu masih bisa menerima sms dari no lain,1,0,157,27,1,Negatif,0
meminta update nya terlalu sering dan maksa saat pembayaran qris tapi tidak bisa karna harus update sehingga membuat malu karna banyak yang mengantri,1,0,149,23,1,Negatif,0
udah hari aplikasi ga bisa dipake setiap mau login minta otp udah berhasil masuk mau transaksi langsung logout eh pas login ga berhasil minta otp lg gitu aja terus sampe habis pulsa buat login doang,1,2,198,35,1,Negatif,0
terlalu ribet kalau lupa password ujungan di blokir disuruh telpon giliran telpon data tidak lengkap ujungannya kekantor pusatnya terlalu ribet bank bca pakai aplikasi mbanking mending pakai atm yg lain lupa password mudah dan aman,1,0,231,35,1,Negatif,0
minta diupdate terus pdhl baru sep update,3,0,41,7,1,Netral,1
mau buat buka rekening gak bisa bisa parah banget,1,0,49,9,1,Negatif,0
tolong bgt masa harus cetakkkkkk kartu atm dulu karna lupa no atm capek bgt ribet bgt asliiii kita jauh dari cabang bca posisi ada uang masuk tolong lah bca,1,0,156,29,1,Negatif,0
mau tanya kalau sudah bikin kartu atm secara online bisa cetak kartu debit nya gak,5,0,82,15,1,Netral,1
trima kasi mybca semua ke sulitan dapat teratasi,4,0,48,8,1,Positif,2
okey,5,0,4,1,1,Negatif,0
semenjak update aplikasinya bermasalah mau login tiba tiba id terblokir padahal id dan password sudah benar,3,0,107,16,1,Negatif,0
hallo min aku dapat transferan dari temenku kok gak masuk ya padahal dari sana nya udah kirim buk transfer dan udah berhasil gimana ini,3,0,135,24,1,Negatif,0
aplikasi yg cuma bisa digunakan kalo duit masuk doank kalo mau ditf keluar ribet setengah mati nyesel pake bca mending ke bank digital aja rtgs diribetin sysratnya disuru jam pagi di cobain jam pagi waktunya habis baru sadar penilaian di aplikasi,1,1,246,41,1,Negatif,0
tinggal di indonesia pas mau login tidak ada kode negara indonesia,1,0,66,11,1,Netral,1
aplikasi sudah mulai berfungsi dengan baik,4,0,42,6,1,Netral,1
minta update terus,3,0,18,3,1,Negatif,0
pembaruan truss,5,0,15,2,1,Positif,2
masa setiap kali mau masuk aplikasi slalu update dan setiap bulan saldo berkurang kn mengganggu banget,3,0,102,16,1,Negatif,0
puas,5,0,4,1,1,Positif,2
potonganya gede banget dahlah,1,0,29,4,1,Negatif,0
gmna cara daftar mbanking bca lewat online,5,0,42,7,1,Netral,1
untup apk nya sudah cukup bagus terus di kembangin semakin baik lagi ya bca saran aja untuk fitur cartless nya sedikit di moderenisasi lagi di permudah misal nya mau narik tunai tinggal scan qr yang ada di atm dan terus keluar sesuai nominal yang seblom nya di input di hp contoh nya seperti tarik tunai cartless seperti biasa cuman beda nya yang selanjut nya bukan jadi code unik tapi qr atau qr scan untuk scan qr yang di atm nya dan selesai,5,0,443,82,1,Positif,2
sudah pake lama tapi kenapa disuru ulang uninstall lagi ya,5,0,58,10,1,Negatif,0
updatenya maksa ketika update harus update gx bisa nanti lagi dijalan jaringan gak kuat mau transaksi jadi gak bisa,3,0,115,19,1,Negatif,0
hati hati sama bca data diri bisa bocor kemana mana susah per bank kan sekarang tak amanah jaga privasi nasabah sekelas bca bisa bocor itu andlee aset pt andlee sahabat bersama ko bisa tau data nasabah saya hanya punya satu nomor rekening dan satu nomor handphone khusus untuk rekening yaitu di bca ko bisa pihak andlee tau data saya dan meng wa saya belum lagi pihak asuransi dan pihak pihak lain padahal nomor handphone khusus bca mobile sengaja saya bikin satu,1,0,463,81,1,Negatif,0
baru saja buat akun dah langsung di blokir tolol,1,0,48,9,1,Netral,1
bug buat tab mau scan biometrik pasti force close sudah lapor sana sini disuruh ini itu juga percuma aplikasi ngebug malah kagak percaya banyak yang ngeluh juga setidaknya laporkan ke pihak it untuk di cek bukannya disuruh ini itu yang hasilnya tetep sama,1,6,255,43,1,Negatif,0
sangat buruk sekali pendaftaran gagal trus data sudah sesuai hanya mau ngabisin pulsa aja bahaya nih apk,1,0,104,17,1,Negatif,0
mau nanya min cara aktivasi kartu debit baru gimana ya soalnya d akun saya ga ada buat aktivasi kartu tolong d jawab min makasih,4,0,128,24,1,Netral,1
tranfer mutasi masuk saldo tidak masuk,1,0,38,6,1,Netral,1
